epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
251,403.354,0.72642,0.84645,0.06115,0.46491,0.8478,0.99646,1,0.995,0.8165,0.95442,0.95652,0.96062,0.77703,0.74741,0.94779,0.01664,0.43713,0.85925,0.001505,0.001505,0.001505
252,404.872,0.73994,1.06556,0.15683,0.49445,0.88057,0.99666,1,0.995,0.78727,0.95566,0.95652,0.96291,0.81583,0.7774,0.91328,0.01776,0.4754,0.8623,0.00150302,0.00150302,0.00150302
253,406.389,0.75718,0.98232,0.16865,0.50078,0.89601,0.99695,1,0.995,0.79715,0.99695,1,0.995,0.80572,0.75947,0.88186,0.0165,0.47588,0.86369,0.00150104,0.00150104,0.00150104
254,407.942,0.76916,1.02139,0.18297,0.49745,0.89907,0.99618,1,0.995,0.83949,0.99618,1,0.995,0.80282,0.73005,0.86726,0.01612,0.45761,0.85763,0.00149906,0.00149906,0.00149906
255,409.492,0.74168,1.24452,0.15565,0.48875,0.86624,0.99481,1,0.995,0.82122,0.99481,1,0.995,0.84258,0.76757,0.7535,0.01709,0.47915,0.85488,0.00149708,0.00149708,0.00149708
256,411.008,0.77379,1.12059,0.13942,0.49623,0.92291,0.99521,1,0.995,0.82019,0.99521,1,0.995,0.84323,0.7256,0.75291,0.01654,0.46814,0.84767,0.0014951,0.0014951,0.0014951
257,412.515,0.75685,1.05287,0.12398,0.48364,0.90404,0.99716,1,0.995,0.79994,0.99716,1,0.995,0.829,0.77756,0.76628,0.01817,0.49713,0.86127,0.00149312,0.00149312,0.00149312
258,414.101,0.6859,0.9116,0.1013,0.45685,0.89551,0.99678,1,0.995,0.82746,0.99678,1,0.995,0.81017,0.72803,0.80969,0.01765,0.4596,0.86324,0.00149114,0.00149114,0.00149114
259,415.617,0.75853,1.11216,0.18018,0.47591,0.88485,0.99718,1,0.995,0.83538,0.99718,1,0.995,0.82911,0.78159,0.80292,0.01988,0.46238,0.87668,0.00148916,0.00148916,0.00148916
260,417.165,0.70611,1.00523,0.13024,0.46618,0.87688,0.99729,1,0.995,0.85006,0.99729,1,0.995,0.80037,0.79222,0.85427,0.0212,0.48376,0.88431,0.00148718,0.00148718,0.00148718
261,418.721,0.74783,1.06159,0.14947,0.46119,0.90465,0.99736,1,0.995,0.82186,0.99736,1,0.995,0.78206,0.80784,0.90618,0.02178,0.46205,0.89024,0.0014852,0.0014852,0.0014852
262,420.284,0.69035,1.29595,0.15769,0.44421,0.89541,0.99713,1,0.995,0.81497,0.95378,0.95652,0.94951,0.77878,0.79694,0.96798,0.02278,0.44116,0.88173,0.00148322,0.00148322,0.00148322
263,421.848,0.77163,1.19208,0.15723,0.46421,0.90098,0.99693,1,0.995,0.80284,0.95358,0.95652,0.9494,0.78159,0.84043,0.93193,0.02042,0.46314,0.88391,0.00148124,0.00148124,0.00148124
264,423.386,0.80698,1.11392,0.17377,0.48578,0.90892,0.99709,1,0.995,0.80742,0.99709,1,0.995,0.78518,0.73874,0.90109,0.02113,0.45385,0.86603,0.00147926,0.00147926,0.00147926
265,424.989,0.86927,1.18235,0.12868,0.51852,0.89826,0.99693,1,0.995,0.78608,0.99693,1,0.995,0.79692,0.81393,0.84788,0.02179,0.49232,0.88108,0.00147728,0.00147728,0.00147728
266,426.523,0.78089,0.96014,0.15848,0.4905,0.90922,0.99685,1,0.995,0.74754,0.99685,1,0.995,0.78747,0.90012,0.86055,0.02141,0.49656,0.91839,0.0014753,0.0014753,0.0014753
267,428.045,0.81168,1.18857,0.14528,0.4714,0.88015,0.9965,1,0.995,0.78662,0.9965,1,0.995,0.79366,0.76886,0.8473,0.02105,0.49379,0.87516,0.00147332,0.00147332,0.00147332
268,429.599,0.85524,1.03263,0.18197,0.50479,0.88658,0.9956,1,0.995,0.78717,0.9956,1,0.995,0.7964,0.81078,0.89626,0.0202,0.4912,0.87069,0.00147134,0.00147134,0.00147134
269,431.12,0.77253,1.25222,0.16632,0.48471,0.84765,0.9952,1,0.995,0.79396,0.9952,1,0.995,0.79392,0.81696,0.95747,0.01736,0.43459,0.88014,0.00146936,0.00146936,0.00146936
270,432.679,0.75239,0.91439,0.18054,0.48675,0.87726,0.99642,1,0.995,0.75699,0.99642,1,0.995,0.82384,0.96071,0.85549,0.0171,0.49818,0.90359,0.00146738,0.00146738,0.00146738
271,434.216,0.74359,0.96454,0.12113,0.47533,0.89979,0.99447,1,0.995,0.77348,0.99447,1,0.995,0.80413,0.85263,0.85959,0.01773,0.45961,0.88475,0.0014654,0.0014654,0.0014654
272,435.769,0.70718,0.98391,0.14,0.46592,0.87335,0.99715,1,0.995,0.79431,0.99715,1,0.995,0.75807,0.83981,0.98139,0.01822,0.47359,0.87923,0.00146342,0.00146342,0.00146342
273,437.38,0.79226,1.08514,0.10879,0.47335,0.86979,0.99698,1,0.995,0.84258,0.95363,0.95652,0.96506,0.8005,0.75101,0.95314,0.02098,0.4394,0.86564,0.00146144,0.00146144,0.00146144
274,438.919,0.70863,0.9984,0.11844,0.45833,0.8625,0.99701,1,0.995,0.80513,0.95366,0.95652,0.96741,0.79427,0.82122,1.00816,0.0228,0.479,0.87772,0.00145946,0.00145946,0.00145946
275,440.504,0.71575,0.94373,0.17176,0.45609,0.87771,0.99692,1,0.995,0.7913,0.99692,1,0.995,0.82557,0.83822,0.88957,0.02241,0.48054,0.87404,0.00145748,0.00145748,0.00145748
276,442.022,0.73368,0.93408,0.08896,0.4738,0.8855,0.99635,1,0.995,0.77536,0.99635,1,0.995,0.82399,0.82845,0.84048,0.02201,0.48246,0.87392,0.0014555,0.0014555,0.0014555
277,443.555,0.71949,0.78563,0.08525,0.45827,0.86081,0.99523,1,0.995,0.79183,0.99523,1,0.995,0.80338,0.75968,0.84354,0.02197,0.46644,0.85887,0.00145352,0.00145352,0.00145352
278,445.081,0.71611,0.9027,0.13323,0.44473,0.87264,0.9946,1,0.995,0.82975,0.9946,1,0.995,0.82308,0.75717,0.8053,0.02006,0.46748,0.85339,0.00145154,0.00145154,0.00145154
279,446.643,0.76829,0.98257,0.16159,0.46506,0.87718,0.99754,1,0.995,0.83249,0.99754,1,0.995,0.8254,0.79327,0.79502,0.01915,0.48088,0.86104,0.00144956,0.00144956,0.00144956
280,448.317,0.80863,1.07947,0.12024,0.49774,0.89403,0.99747,1,0.995,0.81172,0.99747,1,0.995,0.82065,0.7807,0.77631,0.01977,0.4676,0.86666,0.00144758,0.00144758,0.00144758
281,449.877,0.70856,0.80351,0.09076,0.4461,0.87039,0.99099,1,0.995,0.8027,0.99099,1,0.995,0.80671,0.786,0.8608,0.02102,0.45287,0.87215,0.0014456,0.0014456,0.0014456
282,451.487,0.73883,0.9456,0.13025,0.47129,0.87752,0.99295,1,0.995,0.80177,0.99295,1,0.995,0.80244,0.82048,0.8406,0.02141,0.45891,0.88576,0.00144362,0.00144362,0.00144362
283,453.008,0.69867,0.95639,0.13978,0.4649,0.87261,0.99652,1,0.995,0.79847,0.97974,0.95652,0.96624,0.82008,0.79858,0.84406,0.0213,0.45658,0.87528,0.00144164,0.00144164,0.00144164
284,454.537,0.71772,0.87679,0.11582,0.45175,0.87475,0.99665,1,0.995,0.81774,0.96468,0.95652,0.96554,0.79421,0.75308,0.87795,0.01973,0.47402,0.86174,0.00143966,0.00143966,0.00143966
285,456.063,0.71519,0.80617,0.11516,0.4534,0.85372,0.99741,1,0.995,0.82964,0.95644,0.95652,0.96512,0.82502,0.72662,0.85129,0.02002,0.47644,0.85372,0.00143768,0.00143768,0.00143768
286,457.615,0.72718,0.96413,0.24058,0.46188,0.8899,0.99735,1,0.995,0.8381,0.95525,0.95652,0.9633,0.82296,0.76597,0.85052,0.01973,0.48493,0.8614,0.0014357,0.0014357,0.0014357
287,459.189,0.72596,0.88848,0.15468,0.49606,0.87041,0.99692,1,0.995,0.83517,0.95576,0.95652,0.9642,0.82877,0.745,0.85811,0.01805,0.4703,0.86317,0.00143372,0.00143372,0.00143372
288,460.8,0.70266,0.88063,0.13911,0.45397,0.85795,0.99706,1,0.995,0.81254,0.95623,0.95652,0.96512,0.8284,0.72612,0.83936,0.01676,0.4526,0.85407,0.00143174,0.00143174,0.00143174
289,462.335,0.84016,0.97608,0.19593,0.50171,0.90136,0.99713,1,0.995,0.79852,0.99713,1,0.995,0.82742,0.8008,0.81138,0.01663,0.46393,0.86642,0.00142976,0.00142976,0.00142976
290,463.918,0.73128,0.87352,0.08082,0.48325,0.86378,0.99708,1,0.995,0.81306,0.99708,1,0.995,0.81093,0.76405,0.8379,0.01725,0.44986,0.85964,0.00142778,0.00142778,0.00142778
291,465.429,0.70159,0.99929,0.14184,0.45674,0.86615,0.99729,1,0.995,0.79032,0.95393,0.95652,0.95841,0.81563,0.84599,0.81433,0.02004,0.478,0.88076,0.0014258,0.0014258,0.0014258
292,466.947,0.73768,0.92375,0.14012,0.44747,0.88097,0.99742,1,0.995,0.82783,0.95406,0.95652,0.96468,0.80564,0.79629,0.88881,0.02032,0.48041,0.87182,0.00142382,0.00142382,0.00142382
293,468.508,0.69541,0.95068,0.1325,0.45802,0.88179,0.99747,1,0.995,0.80106,0.99747,1,0.995,0.82223,0.84127,0.86971,0.01797,0.47029,0.87669,0.00142184,0.00142184,0.00142184
294,470.003,0.75416,0.92637,0.09828,0.4856,0.87382,0.99573,1,0.995,0.79876,0.99573,1,0.995,0.82105,0.84472,0.80949,0.01862,0.4756,0.87408,0.00141986,0.00141986,0.00141986
295,471.557,0.72701,1.03824,0.15814,0.47492,0.87782,0.99553,1,0.995,0.81229,0.99553,1,0.995,0.8104,0.7416,0.79841,0.02055,0.45538,0.86209,0.00141788,0.00141788,0.00141788
296,473.2,0.72986,0.82809,0.0796,0.46728,0.85893,0.99707,1,0.995,0.81146,0.99707,1,0.995,0.79385,0.793,0.89536,0.02011,0.45708,0.87927,0.0014159,0.0014159,0.0014159
297,474.743,0.70475,1.01962,0.14311,0.4586,0.8673,0.99742,1,0.995,0.80426,0.97277,0.95652,0.96492,0.79881,0.82608,0.8973,0.02126,0.47679,0.87408,0.00141392,0.00141392,0.00141392
298,476.295,0.76037,0.96643,0.15184,0.46214,0.88877,0.99734,1,0.995,0.81351,0.96645,0.95652,0.95936,0.79874,0.76139,0.88242,0.02022,0.50296,0.8623,0.00141194,0.00141194,0.00141194
299,477.834,0.79257,0.86941,0.16291,0.4684,0.89909,0.9963,1,0.995,0.78587,0.95386,0.95652,0.95826,0.78997,0.86993,0.96078,0.0204,0.52228,0.89096,0.00140996,0.00140996,0.00140996
300,479.419,0.75725,1.02975,0.14806,0.46634,0.88043,0.99604,1,0.995,0.79038,0.95443,0.95652,0.95915,0.8036,0.8128,0.91133,0.02275,0.47914,0.87635,0.00140798,0.00140798,0.00140798
301,481.018,0.68387,0.92646,0.1432,0.44524,0.8687,0.99736,1,0.995,0.83448,0.95605,0.95652,0.96044,0.80748,0.72497,0.90543,0.02163,0.44147,0.85917,0.001406,0.001406,0.001406
302,482.531,0.71713,1.0384,0.1209,0.44442,0.88723,0.99738,1,0.995,0.82824,0.95646,0.95652,0.96233,0.80523,0.74605,0.87672,0.0187,0.44336,0.85575,0.00140402,0.00140402,0.00140402
303,484.084,0.70014,1.01081,0.13764,0.44697,0.87147,0.9972,1,0.995,0.82779,0.9972,1,0.995,0.83792,0.72215,0.81368,0.01875,0.47372,0.85643,0.00140204,0.00140204,0.00140204
304,485.743,0.72743,1.20733,0.19828,0.47016,0.89165,0.99719,1,0.995,0.8244,0.99719,1,0.995,0.80512,0.75197,0.79866,0.01902,0.46433,0.8623,0.00140006,0.00140006,0.00140006
305,487.31,0.72829,0.93234,0.16745,0.44475,0.87831,0.99615,1,0.995,0.81994,0.99615,1,0.995,0.82156,0.75376,0.80943,0.01983,0.4551,0.85966,0.00139808,0.00139808,0.00139808
306,488.862,0.66919,0.78732,0.10618,0.42692,0.87086,0.99744,1,0.995,0.82426,0.99744,1,0.995,0.80196,0.78925,0.7797,0.02,0.48428,0.86173,0.0013961,0.0013961,0.0013961
307,490.417,0.6522,0.75738,0.06123,0.44787,0.84947,0.99739,1,0.995,0.81471,0.99739,1,0.995,0.79583,0.80883,0.84138,0.02165,0.46119,0.87244,0.00139412,0.00139412,0.00139412
308,491.935,0.69204,0.96122,0.13179,0.45475,0.88165,0.99717,1,0.995,0.81274,0.99717,1,0.995,0.79509,0.78137,0.85163,0.02101,0.45636,0.86726,0.00139214,0.00139214,0.00139214
309,493.472,0.71652,0.91715,0.19436,0.45774,0.86688,0.9965,1,0.995,0.77824,0.9965,1,0.995,0.76303,0.80325,0.84441,0.01701,0.49793,0.87815,0.00139016,0.00139016,0.00139016
310,494.988,0.71932,0.91597,0.14369,0.4676,0.87205,0.99678,1,0.995,0.79645,0.99678,1,0.995,0.78683,0.82371,0.84858,0.01656,0.48324,0.87708,0.00138818,0.00138818,0.00138818
311,496.538,0.66527,0.92419,0.19061,0.42724,0.8807,0.99701,1,0.995,0.78884,0.99701,1,0.995,0.81725,0.80753,0.82121,0.01798,0.47675,0.88116,0.0013862,0.0013862,0.0013862
312,498.164,0.73101,1.06736,0.11361,0.45563,0.88922,0.99667,1,0.995,0.79636,0.95581,0.95652,0.96233,0.81637,0.81347,0.79609,0.01811,0.44789,0.88235,0.00138422,0.00138422,0.00138422
313,499.707,0.69459,0.94186,0.12144,0.43406,0.86796,0.99654,1,0.995,0.81549,0.95592,0.95652,0.96291,0.82275,0.69917,0.76592,0.01904,0.42525,0.85331,0.00138224,0.00138224,0.00138224
314,501.234,0.72158,1.01755,0.21091,0.45037,0.88718,0.99767,1,0.995,0.84954,0.99767,1,0.995,0.79418,0.70051,0.84022,0.02053,0.45761,0.85212,0.00138026,0.00138026,0.00138026
315,502.775,0.61284,0.94346,0.07662,0.43029,0.86744,0.99772,1,0.995,0.84053,0.98677,0.95652,0.97033,0.8058,0.73611,0.84843,0.02138,0.45899,0.86199,0.00137828,0.00137828,0.00137828
316,504.312,0.68463,0.98486,0.17364,0.43857,0.88133,0.9975,1,0.995,0.83504,0.96429,0.95652,0.96906,0.82585,0.73311,0.81272,0.02223,0.4351,0.85759,0.0013763,0.0013763,0.0013763
317,505.876,0.63342,0.91786,0.17391,0.42397,0.86992,0.99683,1,0.995,0.84631,0.99683,1,0.995,0.82876,0.69122,0.79018,0.02034,0.42204,0.85474,0.00137432,0.00137432,0.00137432
318,507.415,0.6502,0.91074,0.14393,0.42604,0.87999,0.99734,1,0.995,0.8169,0.99734,1,0.995,0.81413,0.73106,0.7603,0.01807,0.4511,0.85474,0.00137234,0.00137234,0.00137234
319,508.985,0.69094,0.80726,0.11885,0.44897,0.86687,0.99736,1,0.995,0.82191,0.99736,1,0.995,0.82259,0.73635,0.71868,0.01647,0.4535,0.85164,0.00137036,0.00137036,0.00137036
320,510.685,0.67495,0.84706,0.12719,0.43025,0.84872,0.9972,1,0.995,0.81998,0.9972,1,0.995,0.83074,0.68184,0.71052,0.01618,0.4337,0.84429,0.00136838,0.00136838,0.00136838
321,512.201,0.67149,0.91382,0.12405,0.42539,0.86685,0.99738,1,0.995,0.81663,0.99738,1,0.995,0.84142,0.72404,0.75155,0.01723,0.42991,0.85515,0.0013664,0.0013664,0.0013664
322,513.744,0.6776,0.82942,0.08816,0.43029,0.8497,0.99755,1,0.995,0.86099,0.99755,1,0.995,0.833,0.68103,0.83253,0.01877,0.41538,0.84654,0.00136442,0.00136442,0.00136442
323,515.264,0.66853,0.95395,0.1614,0.44037,0.89542,0.99634,1,0.995,0.83134,0.99634,1,0.995,0.80549,0.71259,0.85377,0.01844,0.42418,0.84993,0.00136244,0.00136244,0.00136244
324,516.835,0.66564,0.95359,0.10656,0.45787,0.85418,0.9963,1,0.995,0.80349,0.9963,1,0.995,0.78065,0.7828,0.95534,0.0166,0.47102,0.86921,0.00136046,0.00136046,0.00136046
325,518.382,0.6638,0.89867,0.12643,0.46456,0.85587,0.99715,1,0.995,0.82963,0.99715,1,0.995,0.78249,0.7208,0.91819,0.01862,0.47217,0.85164,0.00135848,0.00135848,0.00135848
326,519.938,0.65722,0.90308,0.11268,0.42229,0.88552,0.9962,1,0.995,0.83559,0.9962,1,0.995,0.79271,0.72241,0.92981,0.019,0.44085,0.84844,0.0013565,0.0013565,0.0013565
327,521.62,0.65973,0.81238,0.12977,0.42459,0.84352,0.99707,1,0.995,0.84648,0.99707,1,0.995,0.80671,0.68206,0.94373,0.01877,0.4256,0.84419,0.00135452,0.00135452,0.00135452
328,523.191,0.65986,0.97988,0.09441,0.45394,0.88485,0.99764,1,0.995,0.82052,0.99764,1,0.995,0.81647,0.77773,0.88518,0.02013,0.41878,0.85219,0.00135254,0.00135254,0.00135254
329,524.763,0.64596,0.95658,0.1084,0.42731,0.8653,0.99752,1,0.995,0.82606,0.99752,1,0.995,0.79935,0.72852,0.88621,0.01911,0.40177,0.85809,0.00135056,0.00135056,0.00135056
330,526.316,0.72794,0.8793,0.16441,0.44168,0.88903,0.99709,1,0.995,0.80491,0.99709,1,0.995,0.80971,0.76517,0.90621,0.02034,0.4507,0.86169,0.00134858,0.00134858,0.00134858
331,527.914,0.70187,0.86297,0.12429,0.43116,0.86545,0.99725,1,0.995,0.79712,0.95601,0.95652,0.96343,0.78994,0.80478,0.92924,0.02111,0.47922,0.87162,0.0013466,0.0013466,0.0013466
332,529.477,0.70815,0.95733,0.10562,0.43971,0.86383,0.99728,1,0.995,0.8272,0.9549,0.95652,0.96404,0.78927,0.73938,0.95342,0.02127,0.43697,0.86333,0.00134462,0.00134462,0.00134462
333,530.996,0.66567,0.79572,0.12774,0.42243,0.87002,0.99738,1,0.995,0.81787,0.95447,0.95652,0.96577,0.76523,0.74574,0.96082,0.02305,0.44146,0.86782,0.00134264,0.00134264,0.00134264
334,532.556,0.68978,0.8424,0.15601,0.4284,0.86782,0.99733,1,0.995,0.82199,0.95597,0.95652,0.96832,0.80372,0.76383,0.89241,0.02115,0.46501,0.86552,0.00134066,0.00134066,0.00134066
335,534.163,0.67118,0.80242,0.17489,0.42547,0.87169,0.99726,1,0.995,0.8004,0.9539,0.95652,0.96859,0.8058,0.75366,0.89894,0.01689,0.45416,0.86071,0.00133868,0.00133868,0.00133868
336,535.706,0.75628,0.81938,0.0972,0.44422,0.85258,0.99685,1,0.995,0.79623,0.99685,1,0.995,0.79265,0.87688,0.8628,0.01614,0.48959,0.88117,0.0013367,0.0013367,0.0013367
337,537.281,0.71719,0.72042,0.08439,0.44745,0.85355,0.99729,1,0.995,0.78377,0.99729,1,0.995,0.81827,0.90534,0.80472,0.01701,0.47981,0.89023,0.00133472,0.00133472,0.00133472
338,538.871,0.72205,0.86908,0.09714,0.44157,0.86287,0.99732,1,0.995,0.81269,0.99732,1,0.995,0.80113,0.79378,0.79463,0.01639,0.43649,0.86475,0.00133274,0.00133274,0.00133274
339,540.448,0.70334,0.76417,0.15967,0.44209,0.89448,0.99718,1,0.995,0.81291,0.99718,1,0.995,0.79157,0.79119,0.781,0.01653,0.46094,0.87295,0.00133076,0.00133076,0.00133076
340,541.998,0.67151,0.74204,0.1644,0.42622,0.82375,0.99736,1,0.995,0.7977,0.99736,1,0.995,0.81945,0.77641,0.76629,0.01698,0.4439,0.86332,0.00132878,0.00132878,0.00132878
341,543.61,0.63236,0.87765,0.1166,0.41199,0.86136,0.9975,1,0.995,0.84748,0.9975,1,0.995,0.83339,0.70579,0.74426,0.01774,0.41093,0.85392,0.0013268,0.0013268,0.0013268
342,545.249,0.63961,0.79514,0.10396,0.42911,0.86599,0.99746,1,0.995,0.85655,0.99746,1,0.995,0.83609,0.7025,0.72335,0.01728,0.43649,0.852,0.00132482,0.00132482,0.00132482
343,546.792,0.62258,0.71378,0.11254,0.40593,0.84749,0.99732,1,0.995,0.85455,0.99732,1,0.995,0.85853,0.70867,0.70786,0.01619,0.43607,0.85584,0.00132284,0.00132284,0.00132284
344,548.387,0.71358,0.85353,0.08887,0.44186,0.85557,0.99728,1,0.995,0.80972,0.99728,1,0.995,0.83498,0.77485,0.75944,0.01517,0.46011,0.86219,0.00132086,0.00132086,0.00132086
345,549.929,0.74689,0.93267,0.24843,0.46452,0.8901,0.99702,1,0.995,0.80903,0.99702,1,0.995,0.84416,0.76755,0.75649,0.01611,0.43222,0.86489,0.00131888,0.00131888,0.00131888
346,551.479,0.61855,0.84501,0.13167,0.41864,0.86711,0.99632,1,0.995,0.78279,0.99632,1,0.995,0.82173,0.8004,0.80431,0.01657,0.46661,0.87488,0.0013169,0.0013169,0.0013169
347,553.019,0.64313,0.78668,0.11569,0.43132,0.83186,0.99694,1,0.995,0.83082,0.99694,1,0.995,0.83731,0.72581,0.75928,0.01852,0.41264,0.85544,0.00131492,0.00131492,0.00131492
348,554.544,0.69741,0.9208,0.15027,0.4423,0.84645,0.99737,1,0.995,0.83178,0.99737,1,0.995,0.82168,0.74435,0.8159,0.01846,0.43519,0.85974,0.00131294,0.00131294,0.00131294
349,556.09,0.69572,0.84366,0.0778,0.42871,0.8633,0.99731,1,0.995,0.8003,0.95389,0.95652,0.96209,0.80254,0.78383,0.88377,0.01671,0.43705,0.86795,0.00131096,0.00131096,0.00131096
350,557.597,0.75622,1.06449,0.20225,0.4656,0.91377,0.99731,1,0.995,0.78886,0.95389,0.95652,0.96163,0.8121,0.833,0.89795,0.01819,0.44619,0.86532,0.00130898,0.00130898,0.00130898
351,559.272,0.66656,0.90151,0.13318,0.43685,0.87727,0.99731,1,0.995,0.8128,0.95395,0.95652,0.96338,0.83375,0.76059,0.82932,0.01896,0.43242,0.85911,0.001307,0.001307,0.001307
352,560.827,0.64987,0.91839,0.13466,0.4045,0.85229,0.99725,1,0.995,0.80424,0.99725,1,0.995,0.83345,0.77519,0.81351,0.01895,0.42711,0.86021,0.00130502,0.00130502,0.00130502
353,562.386,0.67897,0.8406,0.15163,0.43352,0.86531,0.99704,1,0.995,0.81767,0.95537,0.95652,0.96473,0.84859,0.76647,0.80749,0.01929,0.44109,0.86331,0.00130304,0.00130304,0.00130304
354,563.924,0.66584,0.90492,0.13569,0.41842,0.87637,0.99712,1,0.995,0.80953,0.99712,1,0.995,0.82281,0.7592,0.78297,0.01803,0.44039,0.86263,0.00130106,0.00130106,0.00130106
355,565.511,0.67603,0.96756,0.15413,0.44277,0.87976,0.99722,1,0.995,0.84808,0.99722,1,0.995,0.84583,0.66126,0.76175,0.01819,0.3969,0.84349,0.00129908,0.00129908,0.00129908
356,567.08,0.67415,0.89134,0.15223,0.43286,0.87905,0.99723,1,0.995,0.84488,0.95388,0.95652,0.95172,0.8293,0.66655,0.78293,0.01705,0.39321,0.84678,0.0012971,0.0012971,0.0012971
357,568.706,0.66852,0.84636,0.15065,0.43313,0.88078,0.9971,1,0.995,0.83489,0.95375,0.95652,0.95424,0.84438,0.71292,0.78605,0.01657,0.40866,0.85648,0.00129512,0.00129512,0.00129512
358,570.281,0.65364,0.91036,0.12174,0.40929,0.84379,0.99728,1,0.995,0.82121,0.99728,1,0.995,0.84825,0.75367,0.7922,0.01958,0.41853,0.86369,0.00129314,0.00129314,0.00129314
359,571.966,0.67267,0.77246,0.11257,0.41854,0.86192,0.99739,1,0.995,0.83183,0.95402,0.95652,0.96451,0.83129,0.73206,0.78518,0.02019,0.42785,0.86335,0.00129116,0.00129116,0.00129116
360,573.52,0.67569,0.90136,0.14821,0.4244,0.87537,0.99733,1,0.995,0.84361,0.99733,1,0.995,0.82413,0.737,0.77588,0.01918,0.41439,0.86196,0.00128918,0.00128918,0.00128918
361,575.076,0.67591,0.76895,0.16825,0.43349,0.88921,0.99739,1,0.995,0.82277,0.99739,1,0.995,0.82986,0.73931,0.77865,0.02017,0.43382,0.85296,0.0012872,0.0012872,0.0012872
362,576.667,0.66307,0.77226,0.09789,0.41444,0.86208,0.99749,1,0.995,0.82239,0.99749,1,0.995,0.83017,0.68819,0.79408,0.02072,0.42453,0.84062,0.00128522,0.00128522,0.00128522
363,578.228,0.65272,0.90265,0.11553,0.41141,0.86684,0.99746,1,0.995,0.83457,0.99746,1,0.995,0.8444,0.69014,0.75853,0.02066,0.39653,0.8472,0.00128324,0.00128324,0.00128324
364,579.819,0.67115,0.91374,0.14698,0.42728,0.86418,0.99745,1,0.995,0.85455,0.99745,1,0.995,0.84093,0.6759,0.7305,0.02133,0.42491,0.84511,0.00128126,0.00128126,0.00128126
365,581.381,0.6561,0.76878,0.12149,0.41828,0.86795,0.99738,1,0.995,0.84544,0.99738,1,0.995,0.84193,0.75165,0.73101,0.02203,0.45999,0.86164,0.00127928,0.00127928,0.00127928
366,582.955,0.65846,0.93638,0.14671,0.42394,0.88068,0.99729,1,0.995,0.85415,0.99729,1,0.995,0.83967,0.7326,0.77853,0.02289,0.42821,0.85982,0.0012773,0.0012773,0.0012773
367,584.616,0.68706,0.93872,0.16908,0.42818,0.88617,0.99653,1,0.995,0.83626,0.99653,1,0.995,0.83516,0.78903,0.76292,0.02337,0.46431,0.87448,0.00127532,0.00127532,0.00127532
368,586.247,0.6159,0.82171,0.16157,0.42245,0.84469,0.99649,1,0.995,0.83234,0.99649,1,0.995,0.82668,0.7725,0.71523,0.02099,0.47912,0.86523,0.00127334,0.00127334,0.00127334
369,587.848,0.66931,0.91851,0.167,0.41528,0.87507,0.99649,1,0.995,0.84469,0.99649,1,0.995,0.83209,0.73015,0.70622,0.01972,0.42135,0.84945,0.00127136,0.00127136,0.00127136
370,589.409,0.68346,0.82545,0.14693,0.43953,0.88169,0.99746,1,0.995,0.83847,0.99746,1,0.995,0.86376,0.72653,0.68793,0.01935,0.44286,0.8487,0.00126938,0.00126938,0.00126938
371,590.977,0.69869,0.93173,0.18914,0.42746,0.87888,0.99737,1,0.995,0.83917,0.99737,1,0.995,0.86124,0.74073,0.68748,0.01875,0.4269,0.85695,0.0012674,0.0012674,0.0012674
372,592.563,0.6745,0.87822,0.12436,0.42712,0.8823,0.99729,1,0.995,0.83847,0.99729,1,0.995,0.83871,0.72856,0.70238,0.02048,0.4214,0.85953,0.00126542,0.00126542,0.00126542
373,594.144,0.6414,1.00097,0.18999,0.4273,0.87434,0.9974,1,0.995,0.84413,0.9974,1,0.995,0.85567,0.72991,0.72901,0.02129,0.42896,0.86248,0.00126344,0.00126344,0.00126344
374,595.815,0.69804,0.76327,0.11017,0.4356,0.85554,0.99735,1,0.995,0.8042,0.99735,1,0.995,0.83988,0.82959,0.81104,0.02042,0.46827,0.8772,0.00126146,0.00126146,0.00126146
375,597.38,0.66407,0.86829,0.13402,0.411,0.85334,0.99739,1,0.995,0.83055,0.99739,1,0.995,0.82778,0.76433,0.79322,0.021,0.44405,0.86702,0.00125948,0.00125948,0.00125948
376,598.973,0.60042,0.73908,0.07957,0.38243,0.8652,0.99743,1,0.995,0.80724,0.99743,1,0.995,0.85515,0.78587,0.76696,0.02071,0.42283,0.86854,0.0012575,0.0012575,0.0012575
377,600.585,0.60816,0.78496,0.11389,0.39702,0.85195,0.99746,1,0.995,0.82103,0.99746,1,0.995,0.84984,0.7537,0.73179,0.0217,0.42548,0.85953,0.00125552,0.00125552,0.00125552
378,602.159,0.69519,0.83722,0.16906,0.40999,0.90668,0.99744,1,0.995,0.81808,0.99744,1,0.995,0.85167,0.72006,0.73646,0.02229,0.42271,0.85727,0.00125354,0.00125354,0.00125354
379,603.721,0.69436,0.86387,0.16717,0.42243,0.86917,0.99744,1,0.995,0.84441,0.95407,0.95652,0.96294,0.8501,0.71081,0.74998,0.02305,0.41764,0.85995,0.00125156,0.00125156,0.00125156
